review_id,review_text,score,thumbs_up_count,app_id,app_version,user_name,review_created_at,scraped_at
ace9df84-51c4-4542-8ad6-4264a34d3bf2,"I miss the old speech to text. I used to be able to record a message, pause, then tap again to add more voice input in the same message. Now I can only do one voice input, and after that I have to type the rest. That really slows me down since I rely on talking more than typing. Please consider bringing back the old setup. It was smooth, flexible, and way more user friendly for people like me. Thanks for reading.",4,27,com.openai.chatgpt,1.2025.203,Rene Morales Jr,2025-08-02 02:30:29,2025-08-12 03:16:53.578917+00:00
8ecf1113-ea2b-47e1-b71f-e4e7fc24fe32,"I'm experiencing serious issues with the voice recording feature in the ChatGPT app: 1. Whenever I record a voice message longer than 25 seconds, the entire recording gets wasted and doesn't send at all. 2. I keep getting ""Waiting to send"" or ""Network error"" messages, even though my internet connection is perfectly stable. 3. Previously, I was able to record multiple voice messages back-to-back after saying ""OK"" — now that's not working either. 4. After recording a long voice",3,7,com.openai.chatgpt,1.2025.203,alag hu ghalat nai,2025-08-04 19:30:59,2025-08-12 03:16:53.578917+00:00
52470b62-66db-4b39-8850-2a71f7aa8823,"I would give this app five stars but until they fix the issue of downloading created videos, it's going to be three. I just spent all afternoon trying to download a custom video that I waited almost a week for, made from scratch, didn't even get to watch it. The app (and even the website!) tried a multitude of options to no avail. All I got were error messages or file not found. Now, custom made images, no problem at all, but it seems any video is out of the question.",3,3,com.openai.chatgpt,1.2025.203,Nicholas Wood,2025-08-03 18:37:00,2025-08-12 03:16:53.578917+00:00
3aa88bce-1edc-48db-a27d-32eef2d7e138,"I've been having a really good time telling stories with chatgpt. sometimes it messes up information we just established, and that can get annoying, but im willing to try and keep things straight, so it's okay. my current problem is that I just lost about an hour or two of consecutive chatting, and I have no idea why. I've had to redo a single bit before. That's no big deal. this just wipped several pages of our conversation like they never saved properly. Just gone.",3,22,com.openai.chatgpt,1.2025.203,Richard Porter,2025-08-01 12:07:19,2025-08-12 03:16:53.578917+00:00
9b320103-bf24-4517-bd1d-581f614d77fc,chat gpt 5 free version is terrible. My chat got cut off really quickly. I can't do ANYTHING for 4hrs now. Used to be able to interact a ton -- limit was on photo creation. Just chatted a total of 13 each from me and chat gpt. 3 images and 10 text only. Used to be able to do way more at once. Also isn't able to save rules or share info across chats. Seriously pared down and disappointing. Was very briefly excited to play with the new version. I'm not anymore; it sucks.,1,0,com.openai.chatgpt,1.2025.210,Brittany Leach,2025-08-09 18:55:38,2025-08-12 03:16:53.578917+00:00
3ca7d79b-9b14-4ea2-bea4-7cffc91191b8,"I am extremely frustrated with this update. After the latest app update, several of my recent conversations — including ones from just a week ago — have completely disappeared from my account. I was logged in the entire time, so this is not a local storage issue. This means the update either deleted or disconnected my data from the server, which is unacceptable for a service where conversation history is critical.",1,0,com.openai.chatgpt,1.2025.210,yunny sunny,2025-08-07 21:27:21,2025-08-12 03:16:53.578917+00:00
e9f0929e-c1dd-449c-b344-708c2b585b55,"It's a good app. But the thing is, the new update kinda sucks. The temporary chat option is nowhere to be found, you can't change models anymore, and I can't upload photos anymore, the option is just greyed out, it doesn't even show a popup, so it would be nice to have these features fixed of course. Other than that, a solid AI",4,23,com.openai.chatgpt,1.2025.210,Arjun Govind,2025-08-08 06:36:54,2025-08-12 03:16:53.578917+00:00
622e578f-83ea-4326-9d41-ce7dc27a719e,"It's not perfect, but not bad either. it would've been great if they had some features like: add scroll bar + jump to top for long chats — essential for mobile.” it would be great if I could have the option to delete part of the story, like I don't want to delete the whole story, just parts I want to keep, and not keep. because every time I would edit, there's a like another copy of the original comment. It just messes up the flow of my work. there is no option to give feedback on the app.",3,10,com.openai.chatgpt,1.2025.203,JJ Wu,2025-08-01 17:11:26,2025-08-12 03:16:53.578917+00:00
11bec6c3-d0d5-489d-a838-8b5df798dc2b,"The app is useful as a search information tool, but it's very frustrating. I keep asking for it to speak with me in European Portuguese, but even with the memory activated, the next day it starts talking to me in Brasílian Portugues again (very annoying). I also get frustrated when I ask to generate something (it says it can do) and then it can't do the thing or sometimes it is completely wrong, I correct it and then I run out of prompts (despite it is clearly it's mistake). (I'm free version)",2,11,com.openai.chatgpt,1.2025.203,Filipe Sousa,2025-08-07 04:36:58,2025-08-12 03:16:53.578917+00:00
d06f5292-04db-4031-bec9-d05136c39fad,"Im finding it difficult to work out what it can't do- it finds books for me at my local library - it booked an appointment to have my phone fixed when I wouldn't have to wait - I'm constantly asking it ""is this something you can do?"" Ahh! it struggles to predict the winners of horse races and refuses to give up the numbers of upcoming Lotto's. I find the basic version easier to deal with - the updates sometimes get stuck in ""this is important to me but we can't talk about it"" mode.",5,6,com.openai.chatgpt,1.2025.203,solitzca,2025-08-02 05:22:45,2025-08-12 03:16:53.578917+00:00
26404f6e-bc34-4dec-91b5-0338a3203686,"It’s a very good app, but there’s just one problem. I create some AI images, videos, and cartoons with it, but it can’t handle long distances or focus on the frame properly. It also can’t set the camera correctly. For example, when I tell it that the camera should be 25 to 30 feet away from the character I’m generating, it still keeps the character close to the camera and gives more distance to the backside instead. If this issue is fixed, then it will have no competition with anyone.",5,2,com.openai.chatgpt,1.2025.203,Muhammad Amir,2025-08-08 13:48:10,2025-08-12 03:16:53.578917+00:00
7dac9978-a926-4151-93cd-44f9957b7357,"When picking files; 1. You cannot use the file manager of your choice, you are forced to use the default android UI. 2. You can only select one file at a time, despite being able to upload several files into a prompt. This is horrible because these features are available on the web version of chatGPT as well as the apps of your competitors such as Claude. Stop being lazy and stop discriminating against android users, fix your app.",1,16,com.openai.chatgpt,1.2025.203,Jeffrey Okene,2025-08-04 09:27:04,2025-08-12 03:16:53.578917+00:00
681a4a62-64c5-4fd6-a7c7-0cab09df4d5c,I subscribed and paid almost $27 per month. used it for 2 days then got told I had to wait a month to upload more photos for analysis. No warning and was not told there was a limit before subscribing. went to website and it is extremely vague suggestion I upgrade to Pro for $250 per month. Prices are all over the place with no indication of exactly what you get. Deceptive and a rip off. I cancelled my subscription. ChatGPT...you can do better with full disclosure of what we are getting for $$,1,28,com.openai.chatgpt,1.2025.203,Chablis,2025-08-02 11:19:43,2025-08-12 03:16:53.578917+00:00
07da8638-0310-4908-8784-9609f32525d8,"I used to love this app but the updates just makes it WORSE instead of better. Its memory suddenly becomes as bad as Dory!!! and it forgets important and basic things. It doesn't edit the message it just resends it. And It suddenly stops for no reason and stays that way for an indefinite period. Additionally, it would be great if you could send more messages in a chat or start a new chat as a continuation of a previous one... please please please let me get what I want </3",1,21,com.openai.chatgpt,1.2025.203,R0M1N,2025-08-03 18:10:03,2025-08-12 03:16:53.578917+00:00
bf57cce8-e448-42c0-b67f-30ba08ee2061,"Dear OpenAI Support Team, I hope you're doing well. I would like to report a bug I have encountered while using ChatGPT (Free Version). Whenever I try to upload a file and the upload fails due to an error (such as network interruption or system glitch), it still gets counted as one of the daily usage interactions, even though: The file was never successfully uploaded The AI never processed or responded to the file No actual interaction took place from the user's point of view Since free u",3,10,com.openai.chatgpt,1.2025.203,Tariq Kaleem,2025-08-06 16:40:21,2025-08-12 03:16:53.578917+00:00
3dc30f61-9ecc-4a64-a6fb-27cc179abcf2,"Everything was going fine, it's no doubt one of the best AI assistant out there, good at writing, analysing and everything. But there's this annoying bug that whenever you regenerate a message the last message that was supposed to disappear stay there, it's repeated, duplicated over and over again, now it'll affect the whole thread, I thought it'll be fix in a matter of days but noo-- apparently that's not the case, Ive done everything for the past few weeks to try and fix this but no luck.",1,45,com.openai.chatgpt,1.2025.203,Raizen Evangelista,2025-08-04 11:11:13,2025-08-12 03:16:53.578917+00:00
cc8f62ae-f02a-48c9-a3be-e214a7b048b7,"This app is the best AI tool I've used. It's better, more intelligent and advanced. EDIT: I get that you want to push GPT-5 out there, but at least don't take away the other models. Also, what's the point of purchasing a plus subscription now? My biggest issue however is this new ""personality"" update. I noticed that it completely negates all the traits you manually give ChatGPT, making it sound and act like it got lobotomized.",1,161,com.openai.chatgpt,1.2025.210,Milk and Cookies,2025-08-09 11:23:09,2025-08-12 03:16:53.578917+00:00
6952bea3-39be-4989-9d7d-95c3e8732c0c,"I love this app! But I have some complaints: 1. The voice speaker is bad or doesn't work. 2. I sometimes need to copy something from it, and you just made it completely complicated. 3. it sometimes forgets what happened before the message, I was making stories, and it completely forgot what happened before, or forgets some characters. 4. sometimes it gives a different answer that does not match my question. But overall, I rate this 5 stars! The problems are small and some are really ea",4,2,com.openai.chatgpt,1.2025.210,Habib Ansari,2025-08-08 11:38:45,2025-08-12 03:16:53.578917+00:00
ad15fade-6d63-4cad-8603-1985183241c8,"Free version is a bit of a faff because it counts any failure to generate as one of your two free daily requests. Sometimes it's obvious why it fails, for copyright or typos etc, but sometimes it just doesn't like something and doesn't generate. It does sometimes tell you why it's failed, so I guess it's a bit of a learning curve. I've used it for a week or so, it does make some fun images, but I'd only be tempted to buy the full version if it worked a little more reliably.",4,77,com.openai.chatgpt,1.2025.203,kinitow,2025-08-01 18:10:42,2025-08-12 03:16:53.578917+00:00
